"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Data założenia";"Data likwidacji";"Miejsce w strukturze";"Typ podmiotu nadrzędnego";"RSPO podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego"
83239;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 4 W GORZOWIE WLKP.";"ul. Śląska";"64c ";" ";"66-400 ";"Gorzów Wielkopolski";22308;0935140;0861011;"957280892 ";" ";zsod@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211271230 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";13935;"ZESPÓŁ SZKÓŁ ODZIEŻOWYCH IM. KRZYSZTOFA KIEŚLOWSKIEGO W GORZOWIE WLKP."
71572;"Zespół szkół i placówek oświatowych";"CENTRUM KSZTAŁCENIA ZAWODOWEGO W GORZOWIE WLKP.";"ul. Pomorska";"67 ";" ";"66-400 ";"Gorzów Wielkopolski";17088;0935140;0861011;"957332060 ";" ";ckz@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210939312 ";"5992412055 ";publiczna;"Bez kategorii";"brak specyfiki";"DOROTA KACZMAREK";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1998-05-08;;zespół;;;
80878;"Liceum ogólnokształcące";"III LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA SZAFERA W GORZOWIE WLKP.";"ul. Ewarysta Estkowskiego";"3 ";" ";"66-400 ";"Gorzów Wielkopolski";04832;0935140;0861011;"957202400 ";" ";zso3@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211055874 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1999-09-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12252;"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 3 W GORZOWIE WLKP."
83243;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 3 W GORZOWIE WLKP.";"ul. Okólna";"35 ";" ";"66-400 ";"Gorzów Wielkopolski";14890;0935140;0861011;"957225242 ";" ";zsg@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211261770 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1999-01-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";4489;"ZESPÓŁ SZKÓŁ GASTRONOMICZNYCH IM. FEBRONII GAJEWSKIEJ-KARAMAĆ W GORZOWIE WLKP."
131269;"Szkoła policealna";"SZKOŁA POLICEALNA NR 1 ""MEDYK"" W GORZOWIE WIELKOPOLSKIM";"ul. Ireny Dowgielewiczowej";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";26734;0935140;0861011;"957359015 ";"957359016 ";sekretariat@ckziumedyk.pl;http://www.ckziumedyk.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"365079361 ";"5991024871 ";publiczna;"Bez kategorii";"brak specyfiki";;"WOJEWÓDZTWO LUBUSKIE";"Samorząd województwa";LUBUSKIE;"Zielona Góra";"Zielona Góra";2016-06-20;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";131155;"CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO ""MEDYK"""
91325;"Szkoła policealna";"POLICEALNA SZKOŁA NR 6 W GORZOWIE WLKP.";"ul. Pomorska";"67 ";" ";"66-400 ";"Gorzów Wielkopolski";17088;0935140;0861011;"957332060 ";" ";ckz@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080437074 ";" ";publiczna;"Bez kategorii";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2001-09-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";71572;"CENTRUM KSZTAŁCENIA ZAWODOWEGO W GORZOWIE WLKP."
83233;"Szkoła specjalna przysposabiająca do pracy";"SZKOŁA SPECJALNA PRZYSPOSABIAJĄCA DO PRACY IM. AMBASADORÓW PRAW CZŁOWIEKA W GORZOWIE WLKP.";"ul. Ignacego Mościckiego";"3 ";" ";"66-400 ";"Gorzów Wielkopolski";13390;0935140;0861011;"957225569 ";" ";zss14@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080033419 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2005-06-22;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";13914;"ZESPÓŁ SZKÓŁ SPECJALNYCH NR 14 W GORZOWIE WLKP."
83245;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA SPECJALNA NR 18 IM. KAROLA WOJTYŁY W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957228466 ";" ";zks@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211268593 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1999-01-31;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";50246;"ZESPÓŁ KSZTAŁCENIA SPECJALNEGO NR 1 IM. KAROLA WOJTYŁY W GORZOWIE WLKP."
61817;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 32 IM. KRÓLA MACIUSIA I W GORZOWIE WLKP.";"ul. Stilonowa";"20 ";" ";"66-400 ";"Gorzów Wielkopolski";21181;0935140;0861011;"957323595 ";" ";p32@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080486049 ";"5993137007 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"IZABELA KUTEREBA";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
83255;"Liceum ogólnokształcące";"II LICEUM OGÓLNOKSZTAŁCACE IM. MARII SKŁODOWSKIEJ-CURIE W GORZOWIE WLKP.";"ul. Przemysłowa";"22 ";" ";"66-400 ";"Gorzów Wielkopolski";17742;0935140;0861011;"957228438 ";" ";2lo@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081087558 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-09-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12300;"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W GORZOWIE WLKP."
12244;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 16 W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957213624 ";" ";zso16@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210202994 ";"5991087156 ";publiczna;"Bez kategorii";"brak specyfiki";"Marek Piechowiak";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
268503;"Szkoła specjalna przysposabiająca do pracy";"SZKOŁA SPECJALNA PRZYSPOSABIAJĄCA DO PRACY NR 2";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957228466 ";" ";zks@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"381200324 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2018-01-31;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";50246;"ZESPÓŁ KSZTAŁCENIA SPECJALNEGO NR 1 IM. KAROLA WOJTYŁY W GORZOWIE WLKP."
80875;"Liceum ogólnokształcące";"VIII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. JÓZEFA PIŁSUDSKIEGO W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957213624 ";" ";zso16@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211260953 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12244;"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 16 W GORZOWIE WLKP."
71609;"Poradnia psychologiczno-pedagogiczna";"ZESPÓŁ PORADNI PSYCHOLOGICZNO-PEDAGOGICZNYCH W GORZOWIE WLKP.";"ul. Czereśniowa";"4i ";" ";"66-400 ";"Gorzów Wielkopolski";03376;0935140;0861011;"957320736 ";" ";zpp@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080035677 ";"5992930815 ";publiczna;"Bez kategorii";"brak specyfiki";"Anna Mikołajczak";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2005-04-27;;samodzielna;;;
83237;Technikum;"TECHNIKUM NR 4 W GORZOWIE WLKP.";"ul. Śląska";"64c ";" ";"66-400 ";"Gorzów Wielkopolski";22308;0935140;0861011;"957280892 ";" ";zsod@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211271253 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";13935;"ZESPÓŁ SZKÓŁ ODZIEŻOWYCH IM. KRZYSZTOFA KIEŚLOWSKIEGO W GORZOWIE WLKP."
80874;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 16 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JÓZEFA PIŁSUDSKIEGO W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957213624 ";" ";zso16@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210407970 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1997-01-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12244;"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 16 W GORZOWIE WLKP."
91328;"Centrum Kształcenia Zawodowego";"CENTRUM KSZTAŁCENIA ZAWODOWEGO W GORZOWIE WLKP.";"ul. Pomorska";"67 ";" ";"66-400 ";"Gorzów Wielkopolski";17088;0935140;0861011;"957332060 ";" ";ckz@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081092192 ";" ";publiczna;"Bez kategorii";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2001-09-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";71572;"CENTRUM KSZTAŁCENIA ZAWODOWEGO W GORZOWIE WLKP."
274072;"Punkt przedszkolny";"PUNKT PRZEDSZKOLNY PRZY PRZEDSZKOLU NR 2";"ul. Mieszka I";"50 ";" ";"66-400 ";"Gorzów Wielkopolski";12832;0935140;0861011;" ";" ";p2@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"385152148 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"STANISŁAWA ZINIAK";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2019-12-01;;samodzielna;;;
